,STATE_NAME,DISTRICT_NAME,BLOCK_NAME,HABITATION_NAME,HAB_CODE,MASTER_FACILITY_DESC,ADDRESS,FILE_UPLOAD_DATE,MASTER_FACILITY_CATEGORY_NAME,SUB_CATEGORY,LATITUDE,LONGITUDE
541,Pondicherry,Karaikal,karaikal,Keezhavanjure,1389136,IOC Petrol bunk,Keezhavanjore,20-Aug-21,Transport/Admin,Fuel Station,10.83777775,79.83263645
542,Pondicherry,Karaikal,karaikal,Keezhavanjure,1389136,Petrol  bunk  IOC,Keezhavanjore,20-Aug-21,Transport/Admin,Fuel Station,10.84206596,79.83164443
543,Pondicherry,Karaikal,karaikal,Serumavilangai,1389050,Govt primary school,Serumavilangai,18-Aug-21,Education ,High School - General,10.95817475,79.77476029
544,Pondicherry,Karaikal,karaikal,Serumavilangai,1389050,Govt Engineering  college,serumavilangai,18-Aug-21,Education ,Degree College,10.95236832,79.77710474
545,Pondicherry,Karaikal,karaikal,Serumavilangai,1389050,Indian  Bank,PKIT Campus  Serumavilangai,18-Aug-21,Transport/Admin,Bank,10.95316045,79.77659402
546,Pondicherry,Karaikal,karaikal,Sellur,1389111,Govt  Middle school,Sellur,27-Aug-21,Education ,High School - General,10.9259516,79.76926088
547,Pondicherry,Karaikal,karaikal,Sellur,1389111,Mount  Carmel  high school  private,Sellur,27-Aug-21,Education ,High School - General,10.92752649,79.76765149
548,Pondicherry,Karaikal,karaikal,Sellur,1389111,Bus  stop,sellur,27-Aug-21,Transport/Admin,Bus Stand,10.92692484,79.76909773
549,Pondicherry,Karaikal,karaikal,Sellur,1389111,Rural development  center,Sellur,27-Aug-21,Transport/Admin,Block Headquarter,10.92696334,79.76911681
550,Pondicherry,Karaikal,karaikal,Pettai,1389186,Govt primary school,Pettai,19-Aug-21,Education ,High School - General,10.91129882,79.78006814
551,Pondicherry,Karaikal,karaikal,Thirunallar,1389092,Bus stop  near veteniery  Hospital,Thirunallar,27-Aug-21,Transport/Admin,Bus Stand,10.92633979,79.78796586
552,Pondicherry,Karaikal,karaikal,Thirunallar,1389092,Co operative  society  Farmer,Thirunallar,27-Aug-21,Agro ,Collection Centre or Pack House,10.92625119,79.7935051
553,Pondicherry,Karaikal,karaikal,Thirunallar,1389092,Bank of India,Thirunallar,27-Aug-21,Transport/Admin,Bank,10.92670646,79.79335867
554,Pondicherry,Karaikal,karaikal,Thirunallar,1389092,Minor  vetinary  Dispensery,Thirunallar,27-Aug-21,Medical ,Veterinary Hospital,10.92633947,79.78808328
555,Pondicherry,Karaikal,karaikal,Thirunallar,1389092,HP  petrol  Bunk,Thirunallar  near Bus stand,27-Aug-21,Transport/Admin,Fuel Station,10.92640275,79.79844721
556,Pondicherry,Karaikal,karaikal,Thirunallar,1389092,Govt  Girls higher secondary school,Thirunallar,27-Aug-21,Education ,Higher Secondary School,10.92533357,79.79059421
557,Pondicherry,Karaikal,karaikal,Thirunallar,1389092,Govt primary school  Subarayapuram,Subarayapuram,28-Aug-21,Education ,High School - General,10.93744216,79.79296418
558,Pondicherry,Karaikal,karaikal,Mela Athipadugai,1389117,Govt primary school,Athipadugai,19-Aug-21,Education ,High School - General,10.90523916,79.79700222
559,Pondicherry,Karaikal,karaikal,Mela Athipadugai,1389117,Milk  producer  sangam,Athipadugai,19-Aug-21,Agro ,Collection Centre or Pack House,10.90632953,79.79476473
560,Pondicherry,Karaikal,karaikal,T.R.Pattinam Central,1389124,ITI  for Women,TR pattimam,20-Aug-21,Education ,ITI,10.87368025,79.82645847
561,Pondicherry,Karaikal,karaikal,T.R.Pattinam Central,1389124,Govt Primary school  Melaiyur,Melaiyur   T R pattinam,20-Aug-21,Education ,High School - General,10.87229634,79.82539448
562,Pondicherry,Karaikal,karaikal,T.R.Pattinam Central,1389124,Immaculate  English  Higher  secondary school,TR pattinam,22-Aug-21,Education ,Higher Secondary School,10.87125675,79.83575359
563,Pondicherry,Karaikal,karaikal,T.R.Pattinam Central,1389124,Petrol    Bunk,Melaiyur,20-Aug-21,Transport/Admin,Fuel Station,10.87187718,79.8231265
564,Pondicherry,Karaikal,karaikal,T.R.Pattinam Central,1389124,IOB Bank,TR Pattinam,22-Aug-21,Transport/Admin,Bank,10.87322624,79.83263437
565,Pondicherry,Karaikal,karaikal,T.R.Pattinam Central,1389124,Bus stop,TR Pattinam,22-Aug-21,Transport/Admin,Bus Stand,10.87481856,79.83256516
566,Pondicherry,Karaikal,karaikal,T.R.Pattinam Central,1389124,Govt primary school,Karudapalayam  Tr  pattinam,22-Aug-21,Education ,High School - General,10.87431118,79.83369531
